Date,Year,Month,Month_Name,Quarter,Day,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
5/24/2012,2012,5,May,2,24,0.8,29,31.7,26.6,8.3,27
5/23/2012,2012,5,May,2,23,0.2,27.5,30.3,23.5,7.5,29.2
5/22/2012,2012,5,May,2,22,27.2,29.3,32.1,26.1,7.8,31
5/21/2012,2012,5,May,2,21,0,28.8,32,26.2,6,21.6
5/20/2012,2012,5,May,2,20,6,28.6,31.3,24.3,7.3,31.7
5/19/2012,2012,5,May,2,19,0,29.5,32.6,26.8,9.5,37.1
5/18/2012,2012,5,May,2,18,0,28.9,32.1,26,8.1,27.7
5/17/2012,2012,5,May,2,17,1.4,27.2,30,23.1,5.6,42.5
5/16/2012,2012,5,May,2,16,23,28.2,31.9,22.9,7.3,43.9
5/15/2012,2012,5,May,2,15,22,28.6,31.5,25.6,4.1,26.6
5/14/2012,2012,5,May,2,14,0,29.8,33.7,26.7,6.2,26.6
5/13/2012,2012,5,May,2,13,0,27.6,31.6,23.1,7.5,46.4
5/12/2012,2012,5,May,2,12,18.6,29,33,26,5.8,25.2
5/11/2012,2012,5,May,2,11,10.2,28,32.1,25.3,5,27.4
5/10/2012,2012,5,May,2,10,0,28.1,33.1,25.2,7.9,32.4
5/9/2012,2012,5,May,2,9,0.4,27.5,32.6,22.6,6.9,35.6
5/8/2012,2012,5,May,2,8,18,28.6,33.7,25.1,7,25.9
5/7/2012,2012,5,May,2,7,1.2,26,28.7,22.9,5.1,42.5
5/6/2012,2012,5,May,2,6,34,26.8,32.3,22.1,5.5,53.6
5/5/2012,2012,5,May,2,5,0,27,31.4,22,6.1,52.9
5/4/2012,2012,5,May,2,4,79.2,27.9,30.9,24,5.8,27.4
5/3/2012,2012,5,May,2,3,0,28.9,32.5,26.1,5.5,22
5/2/2012,2012,5,May,2,2,0.4,27.5,30.8,25.2,6,26.6
5/1/2012,2012,5,May,2,1,2.8,27.9,31.6,23.9,6.8,44.3
4/30/2012,2012,4,April,2,30,2.4,27.7,32.5,25.3,5.4,25.2
4/29/2012,2012,4,April,2,29,0,29.1,32.4,27.1,6.3,31
4/28/2012,2012,4,April,2,28,0.6,29.4,32.6,25.8,6.9,25.9
4/27/2012,2012,4,April,2,27,0,29.1,32.9,25,6.7,37.1
4/26/2012,2012,4,April,2,26,0.2,28.5,31.8,25.9,6,33.1
4/25/2012,2012,4,April,2,25,0,28,31.8,26.2,6,26.3
4/24/2012,2012,4,April,2,24,1.4,26.8,31.3,25.4,5.7,28.1
4/23/2012,2012,4,April,2,23,0.4,27.8,32.6,24,7.3,38.2
4/22/2012,2012,4,April,2,22,6.4,27.5,31.2,23.9,6.5,34.9
4/21/2012,2012,4,April,2,21,35.6,26.8,28.9,24.1,5.8,28.8
4/20/2012,2012,4,April,2,20,0,28.3,31.8,25.1,7,27.7
4/19/2012,2012,4,April,2,19,3,26.6,30.4,24,4.6,26.3
4/18/2012,2012,4,April,2,18,0,28.4,32.2,26.4,6.8,39.2
4/17/2012,2012,4,April,2,17,0,27.1,30.8,25.3,6.1,25.6
4/16/2012,2012,4,April,2,16,0.4,28.1,32.7,25.8,5.7,27
4/15/2012,2012,4,April,2,15,48.4,26.8,30.4,23.7,5.8,22.7
4/14/2012,2012,4,April,2,14,19.2,27.4,31.9,24.2,7.4,39.2
4/13/2012,2012,4,April,2,13,0,28.8,31.9,25.4,7.7,26.6
4/12/2012,2012,4,April,2,12,0,27.9,31.6,25.7,7.1,25.9
4/11/2012,2012,4,April,2,11,26.4,26.3,29.6,23.7,5.5,32
4/10/2012,2012,4,April,2,10,33.2,26.3,31.7,23.3,6.1,32.4
4/9/2012,2012,4,April,2,9,27.2,26.9,30.8,23.9,5.9,33.5
4/8/2012,2012,4,April,2,8,0,27.4,30.8,25,7,39.2
4/7/2012,2012,4,April,2,7,0,27.3,31.4,24.5,7.8,37.8
4/6/2012,2012,4,April,2,6,0.8,27.2,29.7,24.5,5.7,31
4/5/2012,2012,4,April,2,5,2,27.5,31.4,25.1,6,22.7
4/4/2012,2012,4,April,2,4,1.6,27.2,31.7,22.6,6.5,32.4
4/3/2012,2012,4,April,2,3,24.2,27.4,30.3,25.4,7,32
4/2/2012,2012,4,April,2,2,2.2,26.6,30.6,21.9,6,50
4/1/2012,2012,4,April,2,1,25,28.2,32.3,24.4,7.1,34.9
3/31/2012,2012,3,March,1,31,4.6,26.2,29.8,22.9,9,40
3/30/2012,2012,3,March,1,30,50.4,26.4,31.7,23,5.1,56.9
3/29/2012,2012,3,March,1,29,10.4,27,32.8,24.1,6.4,28.4
3/28/2012,2012,3,March,1,28,0,27.5,31.5,25.5,5.4,28.4
3/27/2012,2012,3,March,1,27,36.6,27.5,32.6,23.7,6.8,41
3/26/2012,2012,3,March,1,26,0,27.4,31,25.4,6.4,27.7
3/25/2012,2012,3,March,1,25,0.4,27.4,32.3,24.6,8,45.7
3/24/2012,2012,3,March,1,24,0.2,27.8,32.4,25.1,5.9,25.2
3/23/2012,2012,3,March,1,23,0.4,27.6,32.4,25,6.6,29.5
3/22/2012,2012,3,March,1,22,6,27.3,32.1,25.6,5.3,32.4
3/21/2012,2012,3,March,1,21,0,27.4,32.3,25.3,6.2,41
3/20/2012,2012,3,March,1,20,0,27.8,31.2,25.1,6.1,18.7
3/19/2012,2012,3,March,1,19,0,27.3,30.2,25.2,6,19.4
3/18/2012,2012,3,March,1,18,23.6,26.8,31.8,23.6,6.8,29.9
3/17/2012,2012,3,March,1,17,0,28,32.1,25.5,9,27.4
3/16/2012,2012,3,March,1,16,0,28.1,32,25.5,9.8,34.6
3/15/2012,2012,3,March,1,15,0,26.6,30.5,23.9,6.8,27.7
3/14/2012,2012,3,March,1,14,9.5,24.5,26.2,22.7,6.1,26.6
3/13/2012,2012,3,March,1,13,92.3,26.9,30.4,24.7,9.3,36.7
3/12/2012,2012,3,March,1,12,0,25.6,27.9,24.3,10.9,36.7
3/11/2012,2012,3,March,1,11,10.4,26.6,31.4,24.4,7.6,34.2
3/10/2012,2012,3,March,1,10,6,27.1,31,24.3,6.5,26.6
3/9/2012,2012,3,March,1,9,0.2,26.6,29.4,23.4,6,40.3
3/8/2012,2012,3,March,1,8,6,27.6,31.2,25,6.8,32.4
3/7/2012,2012,3,March,1,7,0,27.4,29.8,25.5,6.6,22.7
3/6/2012,2012,3,March,1,6,0.2,27.5,31.5,25.2,6.6,26.3
3/5/2012,2012,3,March,1,5,29.8,25.7,29.6,21.1,5,41.4
3/4/2012,2012,3,March,1,4,0.2,27.9,32.4,25.6,7.4,24.5
3/3/2012,2012,3,March,1,3,0.2,27.3,31.4,24.5,6.4,29.2
3/2/2012,2012,3,March,1,2,4,25.6,28.8,23.8,5.5,38.9
3/1/2012,2012,3,March,1,1,22,27.1,33.2,24.2,6.5,53.3
2/29/2012,2012,2,February,1,29,0,26.4,32.7,25.8,10,31.7
2/28/2012,2012,2,February,1,28,0,28.3,32.9,25.2,10.7,31
2/27/2012,2012,2,February,1,27,0,27.4,30.3,25.7,6.3,28.1
2/26/2012,2012,2,February,1,26,0.6,27.9,31.5,25.8,9.1,36.4
2/25/2012,2012,2,February,1,25,0,28.2,32.2,25.5,9.2,28.4
2/24/2012,2012,2,February,1,24,0.2,28.4,32.6,25.7,10.1,27.4
2/23/2012,2012,2,February,1,23,0,28.1,32,25.5,10.1,25.9
2/22/2012,2012,2,February,1,22,0,27.2,31.1,24.8,9.9,27.4
2/21/2012,2012,2,February,1,21,1,26.9,29.8,25.6,10.4,31.3
2/20/2012,2012,2,February,1,20,1.4,27.2,31.2,25.4,9.9,29.5
2/19/2012,2012,2,February,1,19,0,26,29.8,22.7,6.8,28.4
2/18/2012,2012,2,February,1,18,13.2,25.7,30.2,23,5.5,29.9
2/17/2012,2012,2,February,1,17,2,26.4,30.6,23.6,5.1,42.1
2/16/2012,2012,2,February,1,16,18.2,26.8,31.9,24.1,6.8,30.2
2/15/2012,2012,2,February,1,15,0,27.2,31.9,24.8,7.5,24.8
2/14/2012,2012,2,February,1,14,0,27.6,31.5,25.2,10.8,30.2
2/13/2012,2012,2,February,1,13,4.8,27,30.7,24.4,12.9,31
2/12/2012,2012,2,February,1,12,1.6,28,31.7,25.8,14.2,40.7
2/11/2012,2012,2,February,1,11,0,28,32.3,25.3,12.3,38.9
2/10/2012,2012,2,February,1,10,0,27.4,31.4,24.4,12.2,33.8
2/9/2012,2012,2,February,1,9,0,27,30.9,24.4,11.8,32
2/8/2012,2012,2,February,1,8,0,27.3,31.6,24.4,11.4,32.4
2/7/2012,2012,2,February,1,7,0,27.4,32,24.6,10,30.6
2/6/2012,2012,2,February,1,6,0,27.4,31.2,24.8,11.4,32.4
2/5/2012,2012,2,February,1,5,0,27.4,31,24.9,10.9,29.9
2/4/2012,2012,2,February,1,4,0,26.4,29.5,24.1,12.6,36.7
2/3/2012,2012,2,February,1,3,2.2,24.9,27.8,24.1,5.8,28.8
2/2/2012,2012,2,February,1,2,38.4,25.8,30,22.9,9.5,31.7
2/1/2012,2012,2,February,1,1,0,27.3,30.6,25.5,13.6,36.4
1/31/2012,2012,1,January,1,31,15.1,26.5,30.7,21.5,11.3,40.3
1/30/2012,2012,1,January,1,30,0,27.1,31.6,24.6,10.1,28.4
1/29/2012,2012,1,January,1,29,2.6,26.9,31.5,24.2,8.2,24.8
1/28/2012,2012,1,January,1,28,0,26.2,28.6,24.7,7.7,25.6
1/27/2012,2012,1,January,1,27,0.6,27,31.2,24.5,9.1,32.8
1/26/2012,2012,1,January,1,26,0,27,30.2,25.1,10.6,34.6
1/25/2012,2012,1,January,1,25,0,27.3,31.5,24.8,10.5,34.2
1/24/2012,2012,1,January,1,24,0,26.2,29.6,24,7.9,33.8
1/23/2012,2012,1,January,1,23,5.4,25.6,31.6,23.5,6.1,30.2
1/22/2012,2012,1,January,1,22,3.6,26.6,31.6,23.7,6.1,27.4
1/21/2012,2012,1,January,1,21,11.8,26.4,32.5,23.9,6.8,33.8
1/20/2012,2012,1,January,1,20,10.6,25.9,31.5,22.9,6.8,31
1/19/2012,2012,1,January,1,19,0,27.6,31.6,25.5,9.1,29.2
1/18/2012,2012,1,January,1,18,0,26.8,29.8,24.4,7.4,24.5
1/17/2012,2012,1,January,1,17,2,27.5,30.9,25.7,8.1,27.4
1/16/2012,2012,1,January,1,16,0,27.6,31.2,25.2,7.2,23
1/15/2012,2012,1,January,1,15,0,27,32.3,22.1,7,64.8
1/14/2012,2012,1,January,1,14,15.8,27,30.8,24.5,6.6,19.1
1/13/2012,2012,1,January,1,13,0,26.6,30.9,24,8.6,31
1/12/2012,2012,1,January,1,12,0.8,26.1,29.4,24.1,8.2,37.8
1/11/2012,2012,1,January,1,11,5.6,26,28.2,24.2,8.6,34.6
1/10/2012,2012,1,January,1,10,2.4,25.3,27.3,24.1,7.8,22.3
1/9/2012,2012,1,January,1,9,1.2,25.6,27.6,23.8,7.9,29.9
1/8/2012,2012,1,January,1,8,26.2,24.8,27.2,23.8,8.2,33.8
1/7/2012,2012,1,January,1,7,1.8,27,31.3,24.5,11.1,37.1
1/6/2012,2012,1,January,1,6,0,27.3,31.4,24.6,11.7,36
1/5/2012,2012,1,January,1,5,0,27,30.7,24.5,12.2,33.8
1/4/2012,2012,1,January,1,4,0,27.4,31,25,13.3,33.8
1/3/2012,2012,1,January,1,3,0,27.6,30.9,25.7,15.4,34.6
1/2/2012,2012,1,January,1,2,0,27.7,31.3,25.4,13.6,33.1
1/1/2012,2012,1,January,1,1,0.6,27.2,31.4,25.2,8.4,28.4
12/31/2011,2011,12,December,4,31,0,27.3,32.3,24.1,8.2,23.8
12/30/2011,2011,12,December,4,30,0,26.9,31.3,24.3,7.5,29.9
12/29/2011,2011,12,December,4,29,0.2,26,28.4,24.6,8.2,26.6
12/28/2011,2011,12,December,4,28,0.4,26.2,28.3,24.9,8.6,31.3
12/27/2011,2011,12,December,4,27,0.6,27.1,31.1,25.6,11.4,35.3
12/26/2011,2011,12,December,4,26,0,27,29.8,25.8,13.4,42.1
12/25/2011,2011,12,December,4,25,0.2,26.1,27.7,24.7,12.2,42.1
12/24/2011,2011,12,December,4,24,8,26.9,29.7,25.3,10.5,42.5
12/23/2011,2011,12,December,4,23,2.2,26.4,29.2,25,9.4,32
12/22/2011,2011,12,December,4,22,1.4,25.5,27.3,24.7,5.7,20.9
12/21/2011,2011,12,December,4,21,0.2,27,30.1,24.8,6.5,23
12/20/2011,2011,12,December,4,20,0.6,26,28.4,24.4,7.5,30.2
12/19/2011,2011,12,December,4,19,35.6,25,27,24,7.9,32.4
12/18/2011,2011,12,December,4,18,87.4,26.3,29.4,24.3,8.5,34.2
12/17/2011,2011,12,December,4,17,9.6,26.6,30.2,24.5,10.3,42.1
12/16/2011,2011,12,December,4,16,11.6,27.1,31.9,25,7,23.8
12/15/2011,2011,12,December,4,15,0,27.6,31.1,25.5,5.8,20.9
12/14/2011,2011,12,December,4,14,0,27.7,31.6,25.1,8.7,28.1
12/13/2011,2011,12,December,4,13,0,27.4,30.9,25.3,11.1,38.5
12/12/2011,2011,12,December,4,12,0.2,26,29.2,24,6.4,22.3
12/11/2011,2011,12,December,4,11,8.2,25.1,26.8,22.8,6.4,27.4
12/10/2011,2011,12,December,4,10,0,27.6,31,25,10.3,31.7
12/9/2011,2011,12,December,4,9,26.2,27,32,24.6,7.9,37.1
12/8/2011,2011,12,December,4,8,40.4,26.9,31.6,23.2,5.8,28.1
12/7/2011,2011,12,December,4,7,0,27.6,31.2,26,7.4,27
12/6/2011,2011,12,December,4,6,0,27.6,32.2,24.3,8.7,27.7
12/5/2011,2011,12,December,4,5,0,26.1,29.1,23.8,6.5,22.3
12/4/2011,2011,12,December,4,4,27.4,26.4,30.9,23.4,6.5,27.7
12/3/2011,2011,12,December,4,3,7,25.9,30.5,23.2,6.4,29.9
12/2/2011,2011,12,December,4,2,11.4,25.2,26.7,23.3,5.7,24.1
12/1/2011,2011,12,December,4,1,5.8,26.8,29.2,25.2,6.9,23.8
11/30/2011,2011,11,November,4,30,5,27.8,31.7,25.6,9.4,29.9
11/29/2011,2011,11,November,4,29,0,27.1,31.9,24.9,6.4,36.4
11/28/2011,2011,11,November,4,28,78.6,26.6,31.7,23.7,4.9,23.4
11/27/2011,2011,11,November,4,27,0,27.8,31.7,25.7,7.5,25.9
11/26/2011,2011,11,November,4,26,2.2,28.5,31.8,25.8,7.4,27
11/25/2011,2011,11,November,4,25,0,27.5,31.1,25.3,8.2,27.7
11/24/2011,2011,11,November,4,24,8.4,26.8,31,24.7,6.8,24.1
11/23/2011,2011,11,November,4,23,21.4,26.5,30.3,23.9,5.3,28.8
11/22/2011,2011,11,November,4,22,0.8,27.8,31.5,25,8.5,27.7
11/21/2011,2011,11,November,4,21,15.2,27,30.9,24.3,7.2,32.8
11/20/2011,2011,11,November,4,20,23.6,27.3,32.2,24.8,7.1,31
11/19/2011,2011,11,November,4,19,19.4,26.9,32.2,24,5.8,28.8
11/18/2011,2011,11,November,4,18,11,26,30.1,24.4,5.1,48.2
11/17/2011,2011,11,November,4,17,4.6,27.3,32.3,24.3,6.6,27
11/16/2011,2011,11,November,4,16,68.4,26.4,31.8,22.8,5.4,25.6
11/15/2011,2011,11,November,4,15,0.4,27.2,31.6,25,7.2,26.3
11/14/2011,2011,11,November,4,14,22.4,26.2,30.3,23.2,6.2,32
11/13/2011,2011,11,November,4,13,9.4,26.5,32.3,23.8,7.2,28.8
11/12/2011,2011,11,November,4,12,8.4,26,30.5,23.5,5.8,32.4
11/11/2011,2011,11,November,4,11,24.8,27.5,31.4,24.1,7.3,37.1
11/10/2011,2011,11,November,4,10,11,27.6,32.2,25.5,6.4,27
11/9/2011,2011,11,November,4,9,0,28.3,31.9,26,6.6,26.3
11/8/2011,2011,11,November,4,8,0.4,27.3,29.8,24.4,6.1,27.4
11/7/2011,2011,11,November,4,7,0.4,28.3,32.5,25.3,7.8,34.6
11/6/2011,2011,11,November,4,6,0,26.9,29.8,23.2,5.3,32
11/5/2011,2011,11,November,4,5,37.6,27.5,31.3,24.8,5.7,27.7
11/4/2011,2011,11,November,4,4,1.6,25.9,27.8,24.5,7,30.2
11/3/2011,2011,11,November,4,3,2,26.4,28.1,25.3,5.9,18.7
11/2/2011,2011,11,November,4,2,0.8,26.5,30.4,25.2,5.9,34.6
11/1/2011,2011,11,November,4,1,0,27.2,31.6,25.1,6.6,31.3
10/31/2011,2011,10,October,4,31,15.4,26.8,32,25.3,5.7,37.4
10/30/2011,2011,10,October,4,30,0,28.5,32.5,25.5,7.3,30.2
10/29/2011,2011,10,October,4,29,0.6,27.7,31.7,25.2,7.7,27.7
10/28/2011,2011,10,October,4,28,0.8,27.6,31.5,23.9,7.6,30.2
10/27/2011,2011,10,October,4,27,54,25.6,31.7,22.8,5.2,31.7
10/26/2011,2011,10,October,4,26,22.8,26.6,31.1,24.4,5.4,32
10/25/2011,2011,10,October,4,25,1.4,27.7,31.5,25.5,5.9,38.2
10/24/2011,2011,10,October,4,24,0,28.4,32.2,25.7,9.6,31.3
10/23/2011,2011,10,October,4,23,0,27.4,29.7,25,7.8,23
10/22/2011,2011,10,October,4,22,4,26.9,31.1,24.7,4.9,23
10/21/2011,2011,10,October,4,21,0,26.5,30.3,24.9,5.2,24.5
10/20/2011,2011,10,October,4,20,0.8,26.1,30.6,24.2,6.1,23
10/19/2011,2011,10,October,4,19,9,26.5,31,24.8,5.7,36.4
10/18/2011,2011,10,October,4,18,0,27.6,30.9,25.8,6.1,21.6
10/17/2011,2011,10,October,4,17,3.8,28.1,31.7,25.7,9.8,35.6
10/16/2011,2011,10,October,4,16,0,28.6,31.9,25.8,10.7,32.4
10/15/2011,2011,10,October,4,15,0,28.9,32,26.9,14.4,41.8
10/14/2011,2011,10,October,4,14,0,28.6,32.1,26.7,11.3,30.2
10/13/2011,2011,10,October,4,13,0,27.8,31.8,24.4,6.9,28.1
10/12/2011,2011,10,October,4,12,8.8,25.9,29.1,23.6,6.4,47.9
10/11/2011,2011,10,October,4,11,18.4,26,27.9,23.4,5.8,38.2
10/10/2011,2011,10,October,4,10,11,27,30.1,23.2,5.7,31.3
10/9/2011,2011,10,October,4,9,0,27.2,31.9,23,6.1,40
10/8/2011,2011,10,October,4,8,17.6,27,30.7,25.2,5.9,28.8
10/7/2011,2011,10,October,4,7,9.6,27.1,30.3,24.5,8.7,30.2
10/6/2011,2011,10,October,4,6,8.8,27.3,31.7,24.8,7.2,34.6
10/5/2011,2011,10,October,4,5,0,27.3,31.6,24,5.9,27.4
10/4/2011,2011,10,October,4,4,9.4,25.3,28.2,22.5,6,45
10/3/2011,2011,10,October,4,3,17,28.8,31.9,25.7,8.6,31
10/2/2011,2011,10,October,4,2,0.6,27.1,30.7,23.1,6.6,36.4
10/1/2011,2011,10,October,4,1,3,28.2,31.1,25.9,6.8,27.7
9/30/2011,2011,9,September,3,30,4.2,27.9,32.2,22.4,8.9,37.4
9/29/2011,2011,9,September,3,29,6.4,28.8,31.7,26.7,11.1,28.4
9/28/2011,2011,9,September,3,28,0,27.3,31.8,22.8,7.5,52.6
9/27/2011,2011,9,September,3,27,9.6,27.9,30.4,22.6,7.5,28.4
9/26/2011,2011,9,September,3,26,0,26.6,29,21.5,7.9,58
9/25/2011,2011,9,September,3,25,20.4,28.9,31.8,26.8,8.2,28.8
9/24/2011,2011,9,September,3,24,0,28.7,31.6,26.8,11.3,34.9
9/23/2011,2011,9,September,3,23,0,28,31.6,24.7,9.2,29.2
9/22/2011,2011,9,September,3,22,1.8,25.5,27.2,22.8,7.1,37.4
9/21/2011,2011,9,September,3,21,3.8,27.1,30.4,25,7.2,36.7
9/20/2011,2011,9,September,3,20,26.4,26.3,29.8,23.7,5.3,49.7
9/19/2011,2011,9,September,3,19,2,26.7,28.3,24.3,5.6,30.6
9/18/2011,2011,9,September,3,18,0.4,27.6,31.3,26,6.2,38.9
9/17/2011,2011,9,September,3,17,0,27.5,31.6,25.5,5.8,33.8
9/16/2011,2011,9,September,3,16,0,28,30.7,26.4,9.2,27.7
9/15/2011,2011,9,September,3,15,0,27.1,29.8,24.7,6.1,23
9/14/2011,2011,9,September,3,14,6,28,30.9,24.6,8.8,31
9/13/2011,2011,9,September,3,13,0,28.8,31.9,26.6,15.3,43.9
9/12/2011,2011,9,September,3,12,0,28.3,31.3,26.4,7.5,26.3
9/11/2011,2011,9,September,3,11,0,27.3,30,25.6,5.8,31.7
9/10/2011,2011,9,September,3,10,40.4,27,30.9,22.9,11.2,44.6
9/9/2011,2011,9,September,3,9,0,28.9,31.5,27.2,15.9,39.6
9/8/2011,2011,9,September,3,8,0,28.5,30.9,26.2,10.4,41
9/7/2011,2011,9,September,3,7,0,28.6,31.9,26.6,11.2,41
9/6/2011,2011,9,September,3,6,0,28.5,32.4,25.7,13.3,39.2
9/5/2011,2011,9,September,3,5,3.6,28.3,30.9,24.8,11.5,47.2
9/4/2011,2011,9,September,3,4,10.2,28.1,31.3,24,13.3,42.5
9/3/2011,2011,9,September,3,3,1.2,27.7,30.5,25.2,7.9,43.9
9/2/2011,2011,9,September,3,2,0,28.9,31.8,27,11.7,41.4
9/1/2011,2011,9,September,3,1,0,28.8,31.3,26.5,12.5,40.7
8/31/2011,2011,8,August,3,31,0,28.3,32,25.2,10.8,35.6
8/30/2011,2011,8,August,3,30,2.2,26.7,29.6,25.2,8,46.1
8/29/2011,2011,8,August,3,29,0.4,26.7,29.7,23.9,6.1,34.6
8/28/2011,2011,8,August,3,28,0,27.8,30.9,25.1,11.4,31.3
8/27/2011,2011,8,August,3,27,3.8,25.9,28.4,24.4,5.9,29.5
8/26/2011,2011,8,August,3,26,3.4,26.6,28.9,23.3,6.1,29.9
8/25/2011,2011,8,August,3,25,30.2,28.6,30.9,26.9,12.2,34.9
8/24/2011,2011,8,August,3,24,0,28.9,31.6,27.2,15.1,34.6
8/23/2011,2011,8,August,3,23,0,28.2,31.2,26.3,9.9,29.2
8/22/2011,2011,8,August,3,22,0,28.8,31.3,26.6,13.6,51.5
8/21/2011,2011,8,August,3,21,0,28.3,31.2,25.4,10.6,33.1
8/20/2011,2011,8,August,3,20,0,28.3,31.5,25.9,10.6,30.2
8/19/2011,2011,8,August,3,19,0,28.9,32.2,26.6,14.6,37.4
8/18/2011,2011,8,August,3,18,0.4,28.2,32.5,25.6,7.9,36.7
8/17/2011,2011,8,August,3,17,0.2,27.9,30.6,26.3,10.4,42.5
8/16/2011,2011,8,August,3,16,0,27.4,31.9,23.7,9.5,44.6
8/15/2011,2011,8,August,3,15,14.6,25.5,27.8,23.4,5.2,30.2
8/14/2011,2011,8,August,3,14,0,28.4,32.2,25.8,8.5,43.2
8/13/2011,2011,8,August,3,13,0.4,28.2,31.7,25.7,10,37.1
8/12/2011,2011,8,August,3,12,0,28.4,32.4,26,11.7,38.2
8/11/2011,2011,8,August,3,11,0,28.6,31.3,25.9,10.9,27.7
8/10/2011,2011,8,August,3,10,0,28.8,31.9,27.1,12.4,31.3
8/9/2011,2011,8,August,3,9,0,28.7,31.5,27,14.9,37.4
8/8/2011,2011,8,August,3,8,0,28.1,31.8,25.3,8.6,41
8/7/2011,2011,8,August,3,7,10.8,26.9,28.9,25.3,8.6,31.3
8/6/2011,2011,8,August,3,6,0,28.2,32.2,26.6,9.7,37.8
8/5/2011,2011,8,August,3,5,0,27.9,32,25,6.8,25.6
8/4/2011,2011,8,August,3,4,13.2,26.1,27.6,24,4.5,28.1
8/3/2011,2011,8,August,3,3,1.4,28.4,31.8,25.6,10.2,33.8
8/2/2011,2011,8,August,3,2,0.4,28.8,32.3,26.9,12.2,35.6
8/1/2011,2011,8,August,3,1,0,28.8,31.3,27.1,15,38.5
7/31/2011,2011,7,July,3,31,0,29,31.7,26.9,17.3,37.1
7/30/2011,2011,7,July,3,30,0,29.1,31.4,26.4,17.7,39.2
7/29/2011,2011,7,July,3,29,0,29.1,32.2,26.9,15.2,40
7/28/2011,2011,7,July,3,28,0,28.9,31.6,26.5,12.7,35.3
7/27/2011,2011,7,July,3,27,11,28.2,32,22.9,9.8,40
7/26/2011,2011,7,July,3,26,0,28.6,31.3,26.4,11.7,33.5
7/25/2011,2011,7,July,3,25,0,27.8,30.7,22.2,8,30.2
7/24/2011,2011,7,July,3,24,30,29.2,32.4,26,10.9,32.8
7/23/2011,2011,7,July,3,23,0,28.3,31.9,24.4,8.4,28.4
7/22/2011,2011,7,July,3,22,15.6,27.4,30.9,23.2,7.4,49.3
7/21/2011,2011,7,July,3,21,1.4,29.1,32.9,26.2,9,27.4
7/20/2011,2011,7,July,3,20,0,29.3,32.7,26.2,10.7,31
7/19/2011,2011,7,July,3,19,0,29.2,32.4,26.4,12.3,36
7/18/2011,2011,7,July,3,18,0,28.8,31.9,25.5,10.6,32.8
7/17/2011,2011,7,July,3,17,0,28.4,32,25.3,10.5,34.6
7/16/2011,2011,7,July,3,16,0,26.8,29.6,23.1,10.5,34.2
7/15/2011,2011,7,July,3,15,10.6,27.2,31.6,23,9.4,41
7/14/2011,2011,7,July,3,14,0.4,29.2,32.2,26.6,12.5,39.6
7/13/2011,2011,7,July,3,13,0,29.3,32.4,26.3,10,29.2
7/12/2011,2011,7,July,3,12,0,27.9,31.6,22.6,10,38.2
7/11/2011,2011,7,July,3,11,7.6,29,32.4,26.1,8.5,32
7/10/2011,2011,7,July,3,10,0,28.6,32.5,26.1,7.6,37.1
7/9/2011,2011,7,July,3,9,0,29.2,32.3,26.6,10.6,39.6
7/8/2011,2011,7,July,3,8,0,29.3,32.4,26.9,12.8,32.8
7/7/2011,2011,7,July,3,7,0,29.3,32.3,26.8,14,34.2
7/6/2011,2011,7,July,3,6,0,29.3,32.6,26.9,14.4,31
7/5/2011,2011,7,July,3,5,0,29.2,31.9,27,14.8,36.4
7/4/2011,2011,7,July,3,4,0,28.6,31.9,25.1,9.2,30.2
7/3/2011,2011,7,July,3,3,0,28.3,31.5,25.4,8.8,34.9
7/2/2011,2011,7,July,3,2,0,29,32.2,26.4,11.8,37.1
7/1/2011,2011,7,July,3,1,0,28.6,31.5,25,12.8,30.2
6/30/2011,2011,6,June,2,30,25,25.7,27.3,22.3,7.3,33.8
6/29/2011,2011,6,June,2,29,6.8,28.5,31.9,25.1,9.1,42.1
6/28/2011,2011,6,June,2,28,0.8,28.6,30.6,26.3,8.3,34.6
6/27/2011,2011,6,June,2,27,0,29,32,25.9,7.4,25.2
6/26/2011,2011,6,June,2,26,0,29.2,31.9,26.6,14.1,39.2
6/25/2011,2011,6,June,2,25,3.8,28.6,30.2,24.6,10.1,50
6/24/2011,2011,6,June,2,24,0,28.9,32.5,26.1,9.3,39.2
6/23/2011,2011,6,June,2,23,0,27.4,30.1,23.6,7.3,38.2
6/22/2011,2011,6,June,2,22,28.4,28.9,31.7,24.9,9,31.7
6/21/2011,2011,6,June,2,21,0,29.6,32.3,27.4,13.4,31.7
6/20/2011,2011,6,June,2,20,0,29.3,31.6,26.7,12.3,30.6
6/19/2011,2011,6,June,2,19,0,28.7,31.5,26,10.5,31.7
6/18/2011,2011,6,June,2,18,0,27.6,29.3,23.5,10.7,33.5
6/17/2011,2011,6,June,2,17,6.4,29.3,32.2,26.7,10.2,32.4
6/16/2011,2011,6,June,2,16,0,27.7,31.4,23,8.5,35.3
6/15/2011,2011,6,June,2,15,8.6,29.8,32.7,26.5,9,27.7
6/14/2011,2011,6,June,2,14,0,28.7,31.7,26.8,6.8,27
6/13/2011,2011,6,June,2,13,1.6,28.7,32,26,7.4,37.8
6/12/2011,2011,6,June,2,12,0,28.3,31.7,24.5,6,30.6
6/11/2011,2011,6,June,2,11,13.8,26.9,30.8,23.3,5.2,28.1
