Date,Year,Month,Month_Name,Quarter,Day,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
1/15/2019,2019,1,January,1,15,0,28.3,32.2,25.6,9,27.7
1/14/2019,2019,1,January,1,14,0,27.9,31.6,25.7,9.7,35.6
1/13/2019,2019,1,January,1,13,0,28,32.4,25.5,10.4,32
1/12/2019,2019,1,January,1,12,0,28.1,32.2,25,10.8,31.3
1/11/2019,2019,1,January,1,11,5.8,27.9,32.1,24.7,11.5,37.1
1/10/2019,2019,1,January,1,10,0,28.6,32.3,26,13,35.6
1/9/2019,2019,1,January,1,9,0,28.5,32.2,26.1,13.3,37.8
1/8/2019,2019,1,January,1,8,0.6,28.2,31.5,26,12.2,29.9
1/7/2019,2019,1,January,1,7,0,28.9,32.6,26.3,15.5,35.3
1/6/2019,2019,1,January,1,6,0,28.6,31.9,26.4,13,35.3
1/5/2019,2019,1,January,1,5,0,28,31.9,26.5,7.9,28.8
1/4/2019,2019,1,January,1,4,0,29.7,33.4,27,8.6,31
1/3/2019,2019,1,January,1,3,0,29.6,32.9,26.2,13,43.9
1/2/2019,2019,1,January,1,2,0,29.1,33,25.4,9,33.5
1/1/2019,2019,1,January,1,1,0,28.2,33.4,25.1,6.5,26.3
12/31/2018,2018,12,December,4,31,39.2,27.1,32,24.8,6.8,31.3
12/30/2018,2018,12,December,4,30,17.4,28,33.8,25.6,7.6,38.5
12/29/2018,2018,12,December,4,29,0,28.4,31.2,26.3,5.8,22.7
12/28/2018,2018,12,December,4,28,0,29.2,33.8,25.9,7.9,30.2
12/27/2018,2018,12,December,4,27,0,27.9,31.2,24.9,6.1,26.6
12/26/2018,2018,12,December,4,26,0.2,28.6,33.1,24.7,8.3,35.6
12/25/2018,2018,12,December,4,25,0.2,27.8,32.1,25.5,4.7,45.7
12/24/2018,2018,12,December,4,24,0,28.1,32.2,25.2,7.6,27
12/23/2018,2018,12,December,4,23,0.6,27.9,32.3,25.6,6.1,22.7
12/22/2018,2018,12,December,4,22,0,28.1,31.7,25.6,9,31.3
12/21/2018,2018,12,December,4,21,3.2,27.5,32.1,25.1,7.6,40.3
12/20/2018,2018,12,December,4,20,15.6,27.4,32.1,23.6,7.9,29.9
12/19/2018,2018,12,December,4,19,0.2,28,32.7,25.9,6.5,27.4
12/18/2018,2018,12,December,4,18,0.2,27.9,31.2,25.6,7.6,25.2
12/17/2018,2018,12,December,4,17,0,27.3,30.6,25,6.8,45
12/16/2018,2018,12,December,4,16,43.8,26.3,31.6,23.7,5.8,31.7
12/15/2018,2018,12,December,4,15,0,27.2,30.3,25.2,6.5,22.3
12/14/2018,2018,12,December,4,14,0,26.9,29.6,25.4,8.3,30.2
12/13/2018,2018,12,December,4,13,0,26.5,28.4,25.4,6.5,28.1
12/12/2018,2018,12,December,4,12,0.2,27.3,31.3,25.2,5.8,30.6
12/11/2018,2018,12,December,4,11,33.2,26.6,31.9,23.9,5.8,28.1
12/10/2018,2018,12,December,4,10,0.2,27.4,31.6,25.9,6.1,37.4
12/9/2018,2018,12,December,4,9,0,28.4,31.3,26,6.8,25.9
12/8/2018,2018,12,December,4,8,0,28.1,32.3,25.3,6.5,26.6
12/7/2018,2018,12,December,4,7,1,27.4,31.6,25.2,5.8,19.8
12/6/2018,2018,12,December,4,6,4.6,27.1,30.4,25.6,5.8,24.5
12/5/2018,2018,12,December,4,5,2.8,27.6,31.4,26.2,6.5,23.4
12/4/2018,2018,12,December,4,4,0,27.8,31.9,24.9,7.6,26.3
12/3/2018,2018,12,December,4,3,2.6,26.9,30.7,25.5,5,22
12/2/2018,2018,12,December,4,2,0.4,27.5,31.2,25.4,8.6,31.3
12/1/2018,2018,12,December,4,1,7,27,31.3,25.5,6.8,30.2
11/30/2018,2018,11,November,4,30,7.6,27.3,30.6,25.2,6.5,22.7
11/29/2018,2018,11,November,4,29,5.6,28,31.5,26,6.8,31.7
11/28/2018,2018,11,November,4,28,0,28.2,32,25.2,7.9,26.3
11/27/2018,2018,11,November,4,27,9.6,26.6,28.5,24.2,6.5,33.5
11/26/2018,2018,11,November,4,26,14.4,27.5,31.9,23.9,5.4,29.9
11/25/2018,2018,11,November,4,25,4.8,27.6,30.1,24.2,4.3,24.8
11/24/2018,2018,11,November,4,24,0,28.2,33.4,25.9,5.8,22.3
11/23/2018,2018,11,November,4,23,4,27.5,31.9,24.4,7.2,29.5
11/22/2018,2018,11,November,4,22,2,26.9,29.8,23.6,6.5,27
11/21/2018,2018,11,November,4,21,13.2,26.4,30.1,22.8,5,40
11/20/2018,2018,11,November,4,20,4,27.7,32,23.8,5,19.1
11/19/2018,2018,11,November,4,19,20.6,26.9,31.8,23.6,5,32.4
11/18/2018,2018,11,November,4,18,7.4,26.5,28.9,23.6,5.8,31.3
11/17/2018,2018,11,November,4,17,18.4,27.2,30,22.4,6.1,45.4
11/16/2018,2018,11,November,4,16,0.8,27.6,30.8,25,5,19.4
11/15/2018,2018,11,November,4,15,4.6,26.6,30.9,23.9,5.4,55.4
11/14/2018,2018,11,November,4,14,2,27.7,31.2,24.8,5,19.8
11/13/2018,2018,11,November,4,13,2.4,27.1,30.9,24.8,5,23.8
11/12/2018,2018,11,November,4,12,12.4,27.5,32.5,24.5,5.4,33.8
11/11/2018,2018,11,November,4,11,0.8,26.9,31.5,25,5.4,30.2
11/10/2018,2018,11,November,4,10,0,27.6,32.3,25.6,5.8,28.4
11/9/2018,2018,11,November,4,9,1.6,26.8,28.5,25.6,4.7,18.7
11/8/2018,2018,11,November,4,8,5.4,27.5,32.7,24.8,6.5,32.8
11/7/2018,2018,11,November,4,7,12,27.7,31.6,24.4,6.1,25.2
11/6/2018,2018,11,November,4,6,3.8,27,32.3,23.6,6.1,28.4
11/5/2018,2018,11,November,4,5,0.4,27.8,31.8,25.7,5,18.7
11/4/2018,2018,11,November,4,4,3.4,27.8,32,25.4,6.8,30.2
11/3/2018,2018,11,November,4,3,0.4,27.5,31.4,25.4,5,26.6
11/2/2018,2018,11,November,4,2,7.8,26.8,31,24.5,7.6,34.2
11/1/2018,2018,11,November,4,1,0.2,26.4,27.2,25.3,7.9,31
10/31/2018,2018,10,October,4,31,0,27.6,31.5,25.6,8.3,31.3
10/30/2018,2018,10,October,4,30,0.4,28.3,32.9,25.8,6.8,29.9
10/29/2018,2018,10,October,4,29,0.4,27.9,32.4,25.5,5.8,37.8
10/28/2018,2018,10,October,4,28,5.2,26.9,31.8,25.1,5,28.8
10/27/2018,2018,10,October,4,27,3.6,27.6,32.1,25.5,5.4,30.2
10/26/2018,2018,10,October,4,26,0,28.6,32.8,25.9,6.8,30.6
10/25/2018,2018,10,October,4,25,0,27.4,31.6,25.2,5,27.7
10/24/2018,2018,10,October,4,24,0.8,27.5,32.1,25.7,5.8,26.6
10/23/2018,2018,10,October,4,23,0,27.9,32.1,25.8,6.1,30.2
10/22/2018,2018,10,October,4,22,0,28.7,32.2,25.1,9,35.6
10/21/2018,2018,10,October,4,21,0,29.1,32.6,27.2,10.4,39.6
10/20/2018,2018,10,October,4,20,9.2,28.8,31.9,24.7,6.5,26.3
10/19/2018,2018,10,October,4,19,4.8,28.2,33.3,23.7,5.4,25.2
10/18/2018,2018,10,October,4,18,4.6,26.9,30.1,23.4,7.6,33.1
10/17/2018,2018,10,October,4,17,8.2,27.4,30.8,23.6,5,30.2
10/16/2018,2018,10,October,4,16,0,27.8,32.9,25.3,6.5,48.2
10/15/2018,2018,10,October,4,15,0,28,32.2,24.6,5.8,23.8
10/14/2018,2018,10,October,4,14,4.2,25.6,26.6,24.2,4.3,31.3
10/13/2018,2018,10,October,4,13,2.4,26.6,29.1,24,4.7,20.9
10/12/2018,2018,10,October,4,12,58.8,26.2,31,22.5,5.4,44.6
10/11/2018,2018,10,October,4,11,1.2,27,32.5,24.8,5.8,26.3
10/10/2018,2018,10,October,4,10,60.6,26.5,31.4,23.7,5.4,25.6
10/9/2018,2018,10,October,4,9,45.4,26.8,29.9,23.5,5,21.6
10/8/2018,2018,10,October,4,8,4.8,27.4,31.5,25.3,5.8,29.2
10/7/2018,2018,10,October,4,7,11,27.3,31,23.7,7.2,41
10/6/2018,2018,10,October,4,6,8.8,28.3,33,25.3,10.1,45.7
10/5/2018,2018,10,October,4,5,0,29.9,34.5,27.6,13,35.6
10/4/2018,2018,10,October,4,4,0,30.1,34,28,16.2,40.3
10/3/2018,2018,10,October,4,3,0,29.7,32.6,27.3,9.4,33.1
10/2/2018,2018,10,October,4,2,0,29.5,33.3,26.8,11.5,31.7
10/1/2018,2018,10,October,4,1,0,29.5,33.1,27.4,14,36.4
9/30/2018,2018,9,September,3,30,0,29.3,32.9,27.3,13.7,45.4
9/29/2018,2018,9,September,3,29,0,29.3,32.6,27.3,13,33.8
9/28/2018,2018,9,September,3,28,0,29.5,32.5,27.3,13.3,29.9
9/27/2018,2018,9,September,3,27,0,29.4,33,26.6,10.4,32.8
9/26/2018,2018,9,September,3,26,0,28.7,32.5,27,10.8,34.6
9/25/2018,2018,9,September,3,25,0,29,32.6,26.3,11.5,32
9/24/2018,2018,9,September,3,24,0,28.9,32.1,26.1,11.5,30.6
9/23/2018,2018,9,September,3,23,0,28.7,32.5,25.3,9.7,31.7
9/22/2018,2018,9,September,3,22,5.6,27.1,31.3,24.7,6.5,37.4
9/21/2018,2018,9,September,3,21,26,26.5,29.8,23.8,5.4,23
9/20/2018,2018,9,September,3,20,3.6,26.8,32,23.7,6.5,36
9/19/2018,2018,9,September,3,19,0.2,27.3,31.3,25.1,7.9,34.2
9/18/2018,2018,9,September,3,18,1.2,27.6,31.9,24.7,7.9,27.7
9/17/2018,2018,9,September,3,17,0,28.9,31.6,27,14.8,34.9
9/16/2018,2018,9,September,3,16,0,28.7,30.6,27.2,11.9,36
9/15/2018,2018,9,September,3,15,0,28.7,31,27.3,10.8,28.1
9/14/2018,2018,9,September,3,14,0,29,32,26.5,11.5,33.5
9/13/2018,2018,9,September,3,13,0,29,32,26.4,9.4,29.9
9/12/2018,2018,9,September,3,12,0,27.6,30.8,24.8,8.6,36.4
9/11/2018,2018,9,September,3,11,1,26.5,29.1,25,6.5,35.3
9/10/2018,2018,9,September,3,10,2.4,27.3,31.2,25.9,6.5,37.1
9/9/2018,2018,9,September,3,9,15.4,27.4,30.3,23.3,5.8,29.2
9/8/2018,2018,9,September,3,8,45,26.7,30.1,21.8,5.8,42.5
9/7/2018,2018,9,September,3,7,6,26.7,28.9,24.7,5.4,27.7
9/6/2018,2018,9,September,3,6,0,28.3,31.9,25.9,8.3,24.8
9/5/2018,2018,9,September,3,5,0,27.5,30,24.5,6.1,24.8
9/4/2018,2018,9,September,3,4,27.8,26,27.8,23,4.3,35.3
9/3/2018,2018,9,September,3,3,2.6,27.7,30.1,23.5,7.9,40
9/2/2018,2018,9,September,3,2,7.6,26.9,29.5,21.4,5,45
9/1/2018,2018,9,September,3,1,0,28.1,32,24.8,7.2,24.8
8/31/2018,2018,8,August,3,31,0.2,28,32.5,26.3,8.6,43.6
8/30/2018,2018,8,August,3,30,6,28.2,32,25,9.4,41.8
8/29/2018,2018,8,August,3,29,0,28.2,30.7,26.3,8.3,31.7
8/28/2018,2018,8,August,3,28,0,28.6,32.2,27,9,45
8/27/2018,2018,8,August,3,27,0,29.1,32.7,26.5,12.6,36.7
8/26/2018,2018,8,August,3,26,0,29,32.5,26.2,10.1,29.2
8/25/2018,2018,8,August,3,25,0,27.6,31.5,24.8,7.2,41.8
8/24/2018,2018,8,August,3,24,34.6,26.9,30.8,22.5,8.6,27
8/23/2018,2018,8,August,3,23,5,28.4,33.2,25.3,7.2,26.6
8/22/2018,2018,8,August,3,22,31.6,27.2,29.9,24.1,6.1,32
8/21/2018,2018,8,August,3,21,0,29.2,32.7,27.2,14,43.2
8/20/2018,2018,8,August,3,20,0,29.4,33,27.5,15.5,38.2
8/19/2018,2018,8,August,3,19,0.8,29.1,32.2,27.5,18.4,40.3
8/18/2018,2018,8,August,3,18,0,29.1,32.3,26.8,16.2,37.8
8/17/2018,2018,8,August,3,17,3,28.2,30.6,24.9,11.5,31.3
8/16/2018,2018,8,August,3,16,0,29.4,32.6,27.4,13.3,31
8/15/2018,2018,8,August,3,15,0,29.6,32.8,27.9,16.9,37.1
8/14/2018,2018,8,August,3,14,0,29.8,33,27.7,14,36.7
8/13/2018,2018,8,August,3,13,0,29.6,32.4,27.9,13.3,34.9
8/12/2018,2018,8,August,3,12,0,29.4,32.4,27,10.4,29.2
8/11/2018,2018,8,August,3,11,0,29.1,33,27.2,11.2,38.2
8/10/2018,2018,8,August,3,10,0,29.2,32,27,11.2,32
8/9/2018,2018,8,August,3,9,0,28.6,31.3,26.8,9,29.5
8/8/2018,2018,8,August,3,8,6.8,26.6,29.6,21.9,7.2,40
8/7/2018,2018,8,August,3,7,0,28.3,30.5,25.6,10.4,32.4
8/6/2018,2018,8,August,3,6,0,28.8,31.3,27.1,13,33.5
8/5/2018,2018,8,August,3,5,2.2,28.3,31.1,26.8,12.2,40.3
8/4/2018,2018,8,August,3,4,27.2,28.1,30.3,24.9,15.1,33.8
8/3/2018,2018,8,August,3,3,0,28.6,31.5,26.2,11.9,34.6
8/2/2018,2018,8,August,3,2,0,28.1,31.5,26.2,7.6,26.6
8/1/2018,2018,8,August,3,1,4.2,26.4,27.4,24.6,9,24.8
7/31/2018,2018,7,July,3,31,0,27.8,32.4,26.4,6.1,33.1
7/30/2018,2018,7,July,3,30,4.8,27.4,29.5,24,8.3,34.2
7/29/2018,2018,7,July,3,29,0,29,32,27.5,12.6,36
7/28/2018,2018,7,July,3,28,0,29.6,33,27.4,13,32
7/27/2018,2018,7,July,3,27,0,29.2,32.2,27.1,13.3,33.8
7/26/2018,2018,7,July,3,26,0,28.3,32.2,25.5,9.7,31
7/25/2018,2018,7,July,3,25,5.2,27.7,29.7,24.9,7.6,33.8
7/24/2018,2018,7,July,3,24,0,29.5,32.3,27.6,15.8,40.3
7/23/2018,2018,7,July,3,23,0,29.7,33,28,14.8,41
7/22/2018,2018,7,July,3,22,0,29.3,31.9,27.5,10.4,29.9
7/21/2018,2018,7,July,3,21,0,28.6,31.3,25.8,7.2,26.3
7/20/2018,2018,7,July,3,20,1,29,31.9,25.7,8.6,24.5
7/19/2018,2018,7,July,3,19,8,28.2,31.1,23.5,14,40
7/18/2018,2018,7,July,3,18,0,29.2,31.8,27.8,14.8,37.4
7/17/2018,2018,7,July,3,17,0,29.1,31.4,27.6,13.7,34.6
7/16/2018,2018,7,July,3,16,0,29,31.8,27.1,11.9,31.7
7/15/2018,2018,7,July,3,15,25.6,27.3,30.2,21.9,10.1,51.1
7/14/2018,2018,7,July,3,14,19.2,28.5,30.7,24.2,11.5,29.2
7/13/2018,2018,7,July,3,13,0,29,31.7,27.3,13,32.8
7/12/2018,2018,7,July,3,12,0,29.1,32.3,27.3,12.2,35.3
7/11/2018,2018,7,July,3,11,0,28.2,31.5,26.7,6.1,24.1
7/10/2018,2018,7,July,3,10,13.8,26.9,28.5,23.7,7.2,32.8
7/9/2018,2018,7,July,3,9,0,28.8,31.2,27.1,11.9,33.8
7/8/2018,2018,7,July,3,8,0,28.5,31.3,26.4,9.4,29.9
7/7/2018,2018,7,July,3,7,32.4,28.4,31.2,25.2,11.9,39.6
7/6/2018,2018,7,July,3,6,0,28.8,31.5,26.8,15.1,41.8
7/5/2018,2018,7,July,3,5,0,28.9,31.7,26.7,11.5,29.2
7/4/2018,2018,7,July,3,4,0,28.3,31.5,24.5,9,29.9
7/3/2018,2018,7,July,3,3,31.4,27.3,29.9,23.1,7.6,29.9
7/2/2018,2018,7,July,3,2,0,27.5,30.9,25.7,5.4,39.6
7/1/2018,2018,7,July,3,1,1.8,27,30.2,25.3,8.3,36.4
6/30/2018,2018,6,June,2,30,0,28.1,30.2,26.2,9.4,26.3
6/29/2018,2018,6,June,2,29,6,26.3,27.9,23.8,5.4,29.2
6/28/2018,2018,6,June,2,28,0,28.1,31.5,25.2,6.8,25.6
6/27/2018,2018,6,June,2,27,10.6,26,27.7,23.9,5,32
6/26/2018,2018,6,June,2,26,31.4,27,29,23,5,34.6
6/25/2018,2018,6,June,2,25,15.2,26.8,29.4,23.2,5.8,29.2
6/24/2018,2018,6,June,2,24,0,27.1,30.3,25.1,7.9,27.7
6/23/2018,2018,6,June,2,23,0.6,27.4,31,25.5,7.2,37.4
6/22/2018,2018,6,June,2,22,0,28.6,32.1,25.5,9.7,33.8
6/21/2018,2018,6,June,2,21,0.6,27.7,32.2,25.7,6.8,31.3
6/20/2018,2018,6,June,2,20,21.2,27.1,30.1,23.6,6.5,34.6
6/19/2018,2018,6,June,2,19,0.6,27.9,30,24.1,11.5,43.2
6/18/2018,2018,6,June,2,18,9.4,28.4,31.3,23.9,8.3,47.2
6/17/2018,2018,6,June,2,17,0.4,29.6,32.7,27.7,11.9,34.6
6/16/2018,2018,6,June,2,16,0,29.3,32.6,26.1,10.1,31.3
6/15/2018,2018,6,June,2,15,6.8,27.1,29.5,23.6,5.4,33.8
6/14/2018,2018,6,June,2,14,3.2,29.1,32.1,27.1,6.5,27.4
6/13/2018,2018,6,June,2,13,1.4,28.5,32.2,25.2,8.3,42.5
6/12/2018,2018,6,June,2,12,0,29.9,32.5,28.3,9.4,30.2
6/11/2018,2018,6,June,2,11,0,30.2,33.1,28.3,13.7,35.3
6/10/2018,2018,6,June,2,10,0,29.9,31.9,28.1,12.2,36
6/9/2018,2018,6,June,2,9,0,29.3,32.3,27,5.8,21.2
6/8/2018,2018,6,June,2,8,3.8,29.2,31.7,24.2,7.9,36.4
6/7/2018,2018,6,June,2,7,0,30.3,33.4,28.3,11.5,28.1
6/6/2018,2018,6,June,2,6,0,30.2,32.9,28.2,12.6,31.7
6/5/2018,2018,6,June,2,5,0,29.5,32.9,27.3,9,29.5
6/4/2018,2018,6,June,2,4,0.4,29.7,32.5,26.5,7.9,23
6/3/2018,2018,6,June,2,3,0,29,32.9,26,7.2,25.6
6/2/2018,2018,6,June,2,2,46.8,27.2,31.2,22.9,4.7,43.2
6/1/2018,2018,6,June,2,1,24.2,27.9,30.9,24.1,4.3,24.8
5/31/2018,2018,5,May,2,31,2.8,27.3,31.2,24.6,5.4,45
5/30/2018,2018,5,May,2,30,0.2,27.9,30.6,26.4,5,19.4
5/29/2018,2018,5,May,2,29,0.2,28.2,31.6,26.1,5.8,26.6
5/28/2018,2018,5,May,2,28,47.4,27.4,29.3,24,6.8,25.6
5/27/2018,2018,5,May,2,27,1.2,28.1,32.4,25.8,5.4,24.8
5/26/2018,2018,5,May,2,26,10,27.8,32,25.9,5.4,24.1
5/25/2018,2018,5,May,2,25,0,29.1,33.1,26.4,7.6,27
5/24/2018,2018,5,May,2,24,0.8,28.3,32.7,24.4,9.4,25.9
5/23/2018,2018,5,May,2,23,35.4,27.2,31.5,24,6.5,28.4
5/22/2018,2018,5,May,2,22,0,28.9,33,27,7.6,49.3
5/21/2018,2018,5,May,2,21,1,28.8,32.2,26,6.5,22
5/20/2018,2018,5,May,2,20,0.2,27.4,30.5,26,4.3,20.5
5/19/2018,2018,5,May,2,19,3,27.9,33.4,24.6,5.4,26.6
5/18/2018,2018,5,May,2,18,1.2,28.5,33.1,25.8,6.8,30.2
5/17/2018,2018,5,May,2,17,0,29.1,33.3,26.2,6.1,23.4
5/16/2018,2018,5,May,2,16,5,28,33.3,25.9,6.8,36.4
5/15/2018,2018,5,May,2,15,0.8,29.1,34,27.3,7.6,33.1
5/14/2018,2018,5,May,2,14,0,28.9,32.6,26.5,8.3,25.2
5/13/2018,2018,5,May,2,13,1.2,28.7,31,26.9,8.3,28.4
5/12/2018,2018,5,May,2,12,0.2,30,33.5,27.9,11.5,31
5/11/2018,2018,5,May,2,11,0,29.7,33,27.6,9.4,27
5/10/2018,2018,5,May,2,10,0,29.4,32.8,27.5,11.2,51.1
5/9/2018,2018,5,May,2,9,0,30.4,33.8,28.3,15.1,33.1
5/8/2018,2018,5,May,2,8,0,30.1,33.5,27.8,13.7,33.5
5/7/2018,2018,5,May,2,7,0,29.5,32.8,26.3,9.4,31.3
5/6/2018,2018,5,May,2,6,0,29.8,34.2,27.6,11.9,40.3
5/5/2018,2018,5,May,2,5,0,29.5,32.2,27.7,7.9,42.1
5/4/2018,2018,5,May,2,4,0,29.3,33.1,26.1,7.9,28.8
5/3/2018,2018,5,May,2,3,14.2,28.5,32.8,23.6,7.2,35.3
5/2/2018,2018,5,May,2,2,0.6,28,33.4,25.2,5.8,30.6
5/1/2018,2018,5,May,2,1,6.8,27.3,29.3,25.7,6.8,34.9
4/30/2018,2018,4,April,2,30,4.6,29.1,33.5,24.9,10.8,44.6
4/29/2018,2018,4,April,2,29,0,29.8,33,26.8,13,32.8
4/28/2018,2018,4,April,2,28,0.2,27.7,33.1,24.9,6.5,32
4/27/2018,2018,4,April,2,27,12,26.5,31.7,22.6,5,43.6
4/26/2018,2018,4,April,2,26,14,28.4,33.2,24.3,7.6,30.6
4/25/2018,2018,4,April,2,25,0,30.2,35,26.6,5.8,25.9
4/24/2018,2018,4,April,2,24,0,28.7,32.9,25.8,5,23.4
4/23/2018,2018,4,April,2,23,7.4,27.6,32,25.7,5,35.3
4/22/2018,2018,4,April,2,22,0,28.3,33.7,25.8,6.8,32.4
4/21/2018,2018,4,April,2,21,0.2,27.6,32.7,25.7,6.5,29.2
4/20/2018,2018,4,April,2,20,0,28.5,34.3,26.1,7.9,31.7
4/19/2018,2018,4,April,2,19,0.6,28.2,33.1,26.2,8.6,37.1
4/18/2018,2018,4,April,2,18,0,29,34,26.1,10.1,31
4/17/2018,2018,4,April,2,17,0.2,28.8,33.6,25.6,8.6,29.9
4/16/2018,2018,4,April,2,16,1.6,26.6,30.2,25.5,5.4,28.1
4/15/2018,2018,4,April,2,15,14,27.5,33.5,24.6,6.1,31
4/14/2018,2018,4,April,2,14,0.4,28.4,34.3,26.5,6.5,29.9
4/13/2018,2018,4,April,2,13,0,29.7,33.9,27.1,11.5,35.3
4/12/2018,2018,4,April,2,12,0,29.7,34.4,26.5,10.4,32.4
4/11/2018,2018,4,April,2,11,0,29.3,33.9,26.4,10.1,25.9
4/10/2018,2018,4,April,2,10,0,28.7,32.9,26.1,9.4,28.1
4/9/2018,2018,4,April,2,9,0,29.1,33.7,26.8,14.8,38.2
4/8/2018,2018,4,April,2,8,0,28.9,33.2,26.9,13.7,36.7
4/7/2018,2018,4,April,2,7,1.4,28.2,32.8,26.2,11.2,28.1
4/6/2018,2018,4,April,2,6,3.8,28.1,33.3,25.7,9,32.8
4/5/2018,2018,4,April,2,5,0,28.7,33.8,25.5,10.1,29.2
4/4/2018,2018,4,April,2,4,0,28.6,33.1,26,10.1,26.6
4/3/2018,2018,4,April,2,3,0,28.7,33.1,26.4,11.2,31
4/2/2018,2018,4,April,2,2,0,28.5,33,26,9.7,31.7
4/1/2018,2018,4,April,2,1,0.8,27.8,32.4,25.1,8.3,29.2
3/31/2018,2018,3,March,1,31,0.4,27.9,33.7,24.9,7.2,33.1
3/30/2018,2018,3,March,1,30,0.8,26.9,32.5,23.6,5.4,39.6
3/29/2018,2018,3,March,1,29,0.2,26.7,30.6,25.1,6.1,27.4
3/28/2018,2018,3,March,1,28,1.2,26.9,33,24.2,5.8,25.9
3/27/2018,2018,3,March,1,27,10.2,25.4,28.3,23.7,7.2,36.4
3/26/2018,2018,3,March,1,26,0,28.5,32.9,25.9,10.1,36
3/25/2018,2018,3,March,1,25,7,26.7,29.9,24.8,5.8,24.1
3/24/2018,2018,3,March,1,24,0,28.3,32.5,25.3,11.2,34.6
3/23/2018,2018,3,March,1,23,0,28.8,33.5,26.2,12.6,31.3
3/22/2018,2018,3,March,1,22,0,29,33.4,26.4,13.7,33.5
3/21/2018,2018,3,March,1,21,0,28,32.8,26.1,7.2,32.8
3/20/2018,2018,3,March,1,20,0,28.9,34,26.3,10.4,30.2
3/19/2018,2018,3,March,1,19,0,28.9,33.7,25.9,11.2,30.6
3/18/2018,2018,3,March,1,18,0,28.8,33.7,26.3,13.3,37.4
3/17/2018,2018,3,March,1,17,0,28.9,34.2,26,11.2,34.2
3/16/2018,2018,3,March,1,16,0,28.7,33.6,26.4,11.5,33.1
3/15/2018,2018,3,March,1,15,0,28.5,33.1,25.6,9.7,27.4
3/14/2018,2018,3,March,1,14,0,28.3,33,25.2,10.8,34.6
3/13/2018,2018,3,March,1,13,0,28.2,32.4,25.6,11.2,35.3
3/12/2018,2018,3,March,1,12,0,28,31.8,25.6,11.2,32.8
3/11/2018,2018,3,March,1,11,0,28,31.5,25.8,13.7,37.4
3/10/2018,2018,3,March,1,10,15.2,27.3,30.1,23.9,15.8,48.2
3/9/2018,2018,3,March,1,9,0,28.4,32.8,25.3,12.2,37.8
3/8/2018,2018,3,March,1,8,0.6,26.6,30.3,24.9,8.3,29.2
3/7/2018,2018,3,March,1,7,5.8,26.4,29.8,24.5,6.8,30.6
3/6/2018,2018,3,March,1,6,0,28.7,33.4,25.4,9.4,32
3/5/2018,2018,3,March,1,5,0,28.6,33.4,26.1,12.2,33.8
3/4/2018,2018,3,March,1,4,0,28.3,32.9,25.4,9,30.2
3/3/2018,2018,3,March,1,3,0,28.6,33.9,25.9,11.2,32.8
3/2/2018,2018,3,March,1,2,3.2,27.8,31.7,25.7,7.9,25.6
3/1/2018,2018,3,March,1,1,0,28.1,32.3,25.5,10.1,30.6
2/28/2018,2018,2,February,1,28,0,28.3,33.5,25.7,11.9,33.5
2/27/2018,2018,2,February,1,27,0,27.6,31.8,25.1,13,33.1
2/26/2018,2018,2,February,1,26,0,27.6,31.1,25.7,13,34.6
2/25/2018,2018,2,February,1,25,0,27.4,31.7,25.2,10.4,31.7
2/24/2018,2018,2,February,1,24,0.2,26.1,28.8,24.6,9.4,32.8
2/23/2018,2018,2,February,1,23,0.8,28.1,33.1,25.8,10.1,32.8
2/22/2018,2018,2,February,1,22,0,28.2,33.3,25.4,13.7,37.8
2/21/2018,2018,2,February,1,21,0,28.1,33.1,25.3,13.7,31.7
2/20/2018,2018,2,February,1,20,0,28,32.8,25.1,11.9,29.9
2/19/2018,2018,2,February,1,19,0,27.5,32.2,24.7,13.3,37.1
2/18/2018,2018,2,February,1,18,0,27.6,32.1,25.1,11.9,33.8
2/17/2018,2018,2,February,1,17,0,27.6,32.1,24.7,11.5,29.9
2/16/2018,2018,2,February,1,16,0,27.3,32.2,24.7,9.7,25.6
2/15/2018,2018,2,February,1,15,0.2,27.2,31.7,24.5,10.4,30.2
2/14/2018,2018,2,February,1,14,0,26.8,31,24.1,11.9,37.8
2/13/2018,2018,2,February,1,13,0,27.1,31.8,24.3,11.5,38.2
2/12/2018,2018,2,February,1,12,0,27.1,31.2,24.9,15.1,39.6
2/11/2018,2018,2,February,1,11,0,26.8,30.8,24.3,13.3,38.2
2/10/2018,2018,2,February,1,10,0,26.3,30.2,23.5,11.9,33.8
2/9/2018,2018,2,February,1,9,0,26.3,30.1,23.6,14.8,37.8
2/8/2018,2018,2,February,1,8,0,26.4,29.8,24.3,14.4,35.6
2/7/2018,2018,2,February,1,7,0,26.1,29.3,24.6,11.9,35.3
2/6/2018,2018,2,February,1,6,0,26.6,30.4,24.1,12.6,40
2/5/2018,2018,2,February,1,5,0,27.1,30.6,25.4,13.7,40.3
2/4/2018,2018,2,February,1,4,0.6,26.9,29.9,25.5,14.8,45
2/3/2018,2018,2,February,1,3,0,27.1,30.6,24.7,14.8,42.5
2/2/2018,2018,2,February,1,2,13,25.4,27.3,23.9,9,31.3
2/1/2018,2018,2,February,1,1,0,28.2,32.1,25.9,11.5,36.4
1/31/2018,2018,1,January,1,31,2.6,27.2,32.2,24.6,9.7,35.3
